verbatimRecordedByID	recordedByLastName	recordedBy	recordedByID
J007	Jungblut	Jungblut	""
N025	Nannenga-Bremekamp$Mukerji$Pasricha	Nannenga-Bremekamp N. , Mukerji K. & Pasricha R.	""
MCKAA	McKay	McKay A.D.	""
KALK1	Kalkman	Kalkman	""
S986	Shivas	Shivas R.G.	""
FABRY	Fabry	Fabry	""
ANBE	Andrianantoanina$Rochsceohclher	Andrianantoanina O. & Rochsceohclher B.	""
CAPUG	Capus	Capus G.	""
CALZJ	Calzada	Calzada J.I.	""
VGHM	Viguier$Humbert	Viguier R. & Humbert H.	""
P019	Pirlot	Pirlot J.M.	""
P020	Piterbarg	Piterbarg	""
LCBDLS	Lachenaud$Bidault$Lissambou	Lachenaud O., Bidault E. & Lissambou B.	""
GOU	Gourlie	W.Gourlie	""
L016	Little Flower	Sister Little Flower	""
PHIPJ	Phipps	Phipps J.B.	https://orcid.org/0000-0003-4073-4335
BAYEJ	Bayer	Bayer J.	""
KOIDG	Koidzumi	Koidzumi G.	""
PANEETAL	Panero	Panero J.L. et al.	""
VH1	Van Hall	Van Hall	""
B041	Brandza	Brandza M.A.	""
STFDS	Steen$De Swaef	Steen F. & De Swaef E.	""
BACKI	Backéus	Backéus I.	""
WLLHBR	Haber	Haber William	""
BURKSHAH	Burkill$Shah	Burkill H.M. & Shah Md.	""
LUNDAMEL	Lundell$Amelia	Lundell C.L. & Amelia A.	""
SCGEN	Sánchez Gullón	Sánchez Gullón E.	""
CGVNLF	Giovanelli	Giovanelli F.	""
GNTTHM	Gentry$Thomas	Gentry A.H. & Thomas D.W.	""
D176	Dürbye$Mevert	Dürbye T. & Mevert A.	""
CITA1	Citarda	Citarda	""
GRHTB	Gereau$Hart	Gereau R.E. & Hart T. [Buttler]	""
JACKG	Jackson	Jackson G.	""
RODWF	Rodway	Rodway F.A.	""
GOME02	Gómez$Martínez$Aseginolaza	Gómez D., Martínez A. & Aseginolaza C.	""
R077	Rainio	Rainio A.	""
T037	Trappe	Trappe J.M.	http://www.wikidata.org/entity/Q16092057
KESLW	Kesler	Kesler W.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/0dbe4555-3d8d-486e-87b2-130e58bf321e
MSTTH	Meesen	Meesen Th.	""
PIPEC	Piper	Piper C.V.	""
WALAJ	Walas	Walas J.	""
BRIGM	Briggs	Briggs M.	""
RAUNC	Raunkiaer	Raunkiaer C.	""
SOMMS	Sommier	Sommier Stephen (Carlo Pietro Stefano)	""
MELIA	Melichar	Melichar A.	""
B792	Boye Petersen	Boye Petersen J.	""
DRUCG	Druce	Druce G.C.	""
MEYET	Meyer	Meyer T.	https://www.ipni.org/ipni/idAuthorSearch.do?id=6419-1
KLEEG	Kleesadl	Kleesadl G.	""
CHAS01	Chasseur$Rousselle	Chasseur G. & Rousselle J.	""
K010	Kulwinder	Kulwinder Kaur	""
K009	Kálmán	Kálmán Vány	""
LOVEBIDG	Lovett$Bidgood$Shao	Lovett J., Bidgood S. & Shao	""
BA1	Ba	Ba P.	""
LTLGNTY	Latilo$Oguntayo	Latilo M.G. & Oguntayo	""
F206	Fauvet	Fauvet M	""
BREED	Breedlove	Breedlove D.E.	https://www.ipni.org/ipni/idAuthorSearch.do?id=1105-1
MOLIG	Molitor	Molitor G.	""
PEDRJ1	Pedrogão	Pedrogão J.J.	""
FRANM	Frankish	Frankish M.	""
L554	Luke	Luke Q.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/b8b6d1a2-9556-4d21-9082-657c1274b2df
TINEO	Tineo	Tineo V.	""
CUS	Cusset	Cusset G.	""
DMJ	de Moura	de Moura J.T.	""
S095	Szász$Popovici	Szász E. & Popovici Gh.	""
S105	Setchell	Setchell W.A.	http://viaf.org/viaf/90723973
DEBHU	Hulot$Debondt	Hulot & Debondt	""
MWGGT	Mwiga	Mwiga G.	""
G213	Guillaumet	Guillaumet J M	""
ANSTIEKI	Anderson$Stieber$Kirkbride	Anderson W.R., Stieber M. & Kirkbride J.H. jr	""
H031	Hargreaves	Hargreaves K.	""
B151	Britzelmayer	Britzelmayer M.	""
DNG1	De Niessl	De Niessl G.	""
CHOL	Chizea$Oloderjinbo	Chizea, L.G. & Oloderjinbo, F.H.J.	""
CAREE	Carette	Carette E.	""
F071	Fagerstén	Fagerstén R.	""
F028	Fidalgo	Fidalgo O.	""
KILLD	Killick	Killick D.	https://www.ipni.org/ipni/idAuthorSearch.do?id=4789-1
OKIT1	Okitolembo	Okitolembo	""
EKSTO	Ekstam	Ekstam Otto A.	""
XANTM	Xanthos	Xanthos M.	""
BAROR	Baron	Baron R.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/86020185-173d-4b9d-854f-61f92f06f38c
CASTJ	Castanier	Castanier J.	""
HENGER	Hendrickx$Germain	Hendrickx F.L. & Germain R.G.A.	""
O016	Otieno	Otieno N.C.	https://www.ipni.org/ipni/idAuthorSearch.do?id=24423-1
TALBECHT	Talbot$Talbot	Talbot P.A. & Talbot D.A.	""
SKELM	Skelton-Bourgeois	Skelton-Bourgeois M.	""
DWTJN	Thomas$Nemba	Thomas D.W.& Nemba J.	""
AUTHA	Autheman	Autheman A.	""
HEINA	Heiner	Heiner August	""
JUNGE	Junger	Junger E.	""
TALBN	Talbot	Talbot M.W.	""
GNJEA	Guinet	Guinet J.E.A.	""
M600	Sands	Sands M.	""
ACR	Ahern's Collector	Ahern's Collector = Ramos	""
W537	Weber-van Bosse	Weber-van Bosse A.	""
MONTJ	Montagne	Montagne J.P.F.C.	""
MOGGA	Mogg	Mogg A.O.D.	http://www.ipni.org/ipni/idAuthorSearch.do?id=37576-1
BURTB	Burtt	Burtt B.D.	https://www.ipni.org/ipni/idAuthorSearch.do?id=1314-1
KINDR	Kinds	Kinds R.	""
FSHT	Faucon$Shutcha	Faucon M.P. & Shutcha M.	""
AUSTR	Austin	Austin R.M.	https://www.ipni.org/ipni/idAuthorSearch.do?id=9817-1
BRSTW	Brasfield	Brasfield T.W.	https://www.ipni.org/ipni/idAuthorSearch.do?id=16472-1
ZUNG01	Zunguze$Singa	Zunguze D. & Singa C.	""
JDKDD	De Koning$Zunguze	Jan de Koning et Daniel Zunguze	""
MIYAAMAN	Miyamoto$Amano$Ikeda$Joshi$Arai$Komatsu	Miyamoto F., Amano M. & Ikeda H. & Joshi C.M. & Arai K. & Komatsu T.	""
D001	de Loose	de Loose	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/74595a09-9785-4669-a92b-f034f9dfa34d
BRNBS	Brandts Buys	Brandts Buys L.	""
DEBEG2	Debeerst	Debeerst R.P.	http://www.wikidata.org/entity/Q62588452
ANDRF	Andrews	Andrews F.W.	""
ADRIE	Adriaens	Adriaens E.	""
FANNM	Fanning	Fanning M.	""
REIRC	Reis	Reis R.C.	""
P031	Parker	Parker	""
J025	Jordan$Parks	Jordan M. & Parks H.E.	""
SMITP1	Smith	Smith P.A.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/52e58d2b-5745-4258-8358-679fbe0eb6b7
D898	van Driel	van Driel C.	""
MRXHD	Marx	Marx H.	""
WLTEG	Walter	Walter E.G.	""
RG200	Riera$Güemes$Estrelles	Riera J., Güemes J. & Estrelles E.	""
E008	Earle	Earle F.S.	https://www.ipni.org/ipni/idAuthorSearch.do?id=18337-1
MILLA	Miller	Miller A.K.	""
NBEA	Beau	Beau N.	""
CONG1	Congdon	Congdon T.C.	""
JACOE	Jacobsen	Jacobsen E.	""
THIAA	Thiam	Thiam Abou	""
V254	Vande Put	Vande Put John	""
CASA03	Casaseca$Rico	Casaseca B. & Rico E.	""
WOODG	Wood	Wood G.A.S.	""
CORBA	Corbisier-Baland	Corbisier-Baland A.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/c8bd7602-c453-4a37-949c-682b7433dd9f
FONTM	Fontaine	Fontaine M.	""
SABRC	Da Silva$Bruce	Da Silva Fr. & Bruce	""
M943	Melin	Melin Elias	""
GRECP	Greco	Greco P.	""
KAROF	Karo	Karo F.	""
N043	Notte$Leclerque	Notte R. & Leclerque A.	""
LNCE1	Lance	Lance E.	""
JNPBE	Juniper	Juniper B.E.	""
KILLSWAL	Killip$Swallen	Killip E.P. & Swallen J.R.	""
SOUSR	Souster	Souster R.	""
M090	Molitor	Molitor	""
M100	Moll	Moll	""
M089	Moloney	Moloney C.A.	""
WOJCJ	Wojcicki	Wojcicki J.	""
B210	Bates	Bates G.R.	""
B209	Berg$Wiebes	Berg C.C. & Wiebes J.T.	""
PHIPPJ	Phipps$Vesey-Fitzgerald	Phipps J.B. & Vesey-Fitzgerald L.D.	""
FLETJ	Fletcher	Fletcher J.J.	""
RUELS	Ruelle	Ruelle Sophie	""
SLEMJ	Slembrouck	Slembrouck J.A.E.	http://www.wikidata.org/entity/Q62990223
P086	Papp	Papp C.	https://www.ipni.org/ipni/idAuthorSearch.do?id=7325-1
P123	Pieters	Pieters Charlotte	""
B199	Boone	Boone A.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a2ea9525-5830-4f6a-b711-997b39a9f3c3
SMJHN	Sim	Sim John	""
SCHAC	Schaper	Schaper C.	""
FRIIGILBRASMVOLL	Friis$Gilbert$Rasmussen$Vollesen	Friis I., Gilbert M.G., Rasmussen F. & Vollesen K.	""
PPCSN	Philcox$Pope$Chisumpa$Ngoma	Philcox D., Pope G.V., Chisumpa S.M. & Ngoma E.N.	""
HASSM	Hassib	Hassib Mohamed	""
DTRRDR	Turk$Rakoto$Randrimanatena	Turk D., Rakoto R. & Randrimanatena D.	""
GORD	Gimalac$Onraedt	Gimalac Albert & Onraedt M.	""
J792	Juárez G.	Juárez G. L.G.	""
POLUNAIB	Polunin$Naib	Polunin Nicholas Vladimir & Naib F.	""
V998	Vetter	Vetter J.J.	""
P079	Plancken	Plancken	""
P080	Passauer	Passauer U.	""
BARR1	Barrand	Barrand M.M.	""
CHPSW	Chapman	Chapman S.W.	""
MYRESILV	Myre$da Silva	Myre M. & da Silva M.	""
HLLSWA	Hall$Swaine	Hall J.B. & Swaine M.D.	""
SIGA1	Sigara	Sigara	""
WWRHMLY	Wawra$Maly	Wawra & Maly	""
S915	Sakamoto	Sakamoto Y.	""
YAM01	Yamaguchi	Yamaguchi T.	""
DLRD	Duvigneaud$Lambinon$Renard	Duvigneaud J., Lambinon J. & Renard R.	""
T015	Taylor	Taylor G.M.	""
LATIONYE	Latilo$Onyeachusim	Latilo M.G. & Onyeachusim H.D.	""
LEWYL	Lewys	Lewys LLoyd H.E.	""
WILLN	Wille	Wille N.	""
RZKM	Razakamalala	Razakamalala R. et al.	""
LODD	Loddiges	Loddiges	""
KZNTK	Takahashi	Takahashi Kaz.	""
CAMPW	Camp	Camp W.H.	https://www.ipni.org/ipni/idAuthorSearch.do?id=1374-1
OSTEC	Ostenfeld	Ostenfeld C.E.H.	""
W032	Wickens	Wickens G.M.	""
L034	Lowy	Lowy B.	""
MNVF1	Menavanza	Menavanza F.	http://www.wikidata.org/entity/Q62990360
NSBM	Nusbaumer	Nusbaumer L.	""
BRYE1	Bary	Bary E.	""
BRTFX	Burtin	Burtin F.X.	""
CABU1	Cabu	Cabu	""
L252	Leboucq	Leboucq	""
ALLVS	Allorge	Allorge V.	""
MAGWUR	Maguire$Wurdack	Maguire B. & Wurdack J.J.	""
PROCO	Procureur-Delcourt	Procureur-Delcourt O.	""
PRZEN	Przewalski	Przewalski Nikolaj Michailovic	""
KRAPA	Krapovickas	Krapovickas Antonio	""
MOGGG	Moggi	Moggi G.	""
S118	Schmidt	Schmidt H.	""
PELTPELT	Peltier$Peltier	Peltier J. & Peltier M.	""
ROTHA	Roth	Roth A.W.	http://viaf.org/viaf/7816756
KUHLVANH	Kuhl$Van	Kuhl & Van Hasselt	""
JOLIJ	Jolinon	Jolinon J.-C.	""
MORIG	Moris	Moris G.G.	""
HENRA	Henrard	Henrard A.J.G.	""
TCHBZ	Tchibozo	Tchibozo	""
MOWI01	Mori$Windadri	Mori, Y. & Windadri, F.I.	""
FRII07	Friis$Bidgood$Wondefrash$Tefera	Friis I., Bidgood S., Wondefrash M. & Tefera G.	""
ABDYS	Abeid	Abeid Y.S.	""
PREVOSTM	Prévost	Prévost M.-F	""
SCHMX	Schulze	Schulze M.	""
MICHREED	Michel$Reed	Michel G. & Reed	""
L970	Lettau	Lettau G.	""
D666	Dinu	Dinu R.	""
MCRHBR	McDaniel$Rimachi$Holmes$Bruza	McDaniel Sidney, Rimachi M., Holmes W. & Bruza J.	""
C369	Cezanne$Eichler	Cezanne R. & Eichler M.	""
GUNNR	Gunn	Gunn R.C.	""
BDVCM	Bardot-Vaucoulon	Bardot-Vaucoulon M.	http://www.wikidata.org/entity/Q6002362
MEYHER	Meyer	Meyer H.	""
FBYMB	Boyemba Bosela	Boyemba Bosela F.	http://www.wikidata.org/entity/Q62990361
COMAP	Comanor	Comanor P.L.	""
BELMD	Belmonte	Belmonte D.	""
B888	Best	Best G.A.	""
M070	Mibey	Mibey R.	""
M069	Moreau	Moreau C.	""
S231	Schmid	Schmid Ed.	""
DMRVP	De Moor	De Moor V.P.G.	""
MGVANH	Maas Geesteranus$Van Hattum	Maas Geesteranus R.A. & Van Hattum H.J.	""
BILLP	Billiet	Billiet P.	""
FONTM1	Fontenot	Fontenot Mitchell L.	""
FLANH	Flanagan	Flanagan H.G.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/f4907097-8dd4-411d-b3e0-bf9fb5154555
MAIND	Mainwaring	Mainwaring D.C.	""
SEG	Scott Elliot	Scott Elliot G.F.	https://viaf.org/viaf/69311380/
RENI1	Renier	Renier	""
BERGA	Berger	Berger A.L.	""
SHELD	Sheldrick	Sheldrick D.L.W.	""
C124	Craven$Gunn	Craven L. A. & Gunn C. L.	""
BIEG01	Biegel$Pope$Gosder	Biegel H., Pope G. & Gosder N.	""
BRUYF	Bruyas	Bruyas F.	""
F022	Farquharson	Farquharson C.O.	""
M148	Malin	Malin M.	""
GRCR	Granville$Crozief	Granville J.J. & Crozief F.	""
MJGLM	Miller$Gereau$Leliyo$Mwangoka	Miller J.S., Gereau R.E., Leliyo G. & Mwangoka M.A.	""
MALOPAUN	Malos$Paun	Malos C. & Paun M.	""
K047	Kupka	Kupka Th.	http://www.wikidata.org/entity/Q55626431
PDLBJ	Perrier de la Bâthie	Perrier de la Bâthie H.	https://viaf.org/viaf/49295276/
SUNDT	Sundin	Sundin Torsten	""
L956	Lavreys	Lavreys E.	""
KIYS	Kuniyoshi	Kuniyoshi Y.S.	""
PALZDE	Palice	Palice Z.	""
M056	Manimoham	Manimoham	""
L083	Long$Sandberg	Long W.H. & Sandberg V.O.	""
WLKGA	Walker Arnott	Walker Arnott G.A.	""
VHDRGC	Verbruggen$Diaz$Galanza	Verbruggen H., Diaz R. & Galanza C.	""
JACKG1	Jackson	Jackson G.	https://www.ipni.org/ipni/idAuthorSearch.do?id=4364-1
FARRC	Farron	Farron C.	https://www.ipni.org/ipni/idAuthorSearch.do?id=2637-1
KANDR	Kandt	Kandt R.	""
SAMPH	Sampson	Sampson H.C.	""
CUNNA	Cunningham	Cunningham A.	https://viaf.org/viaf/15528184/
C962	Cuypers	Cuypers E.H.	""
NAPP04	Napper$Kanuri	Napper D.M. & Kanuri	""
CLEMA	Clement	Clement A.C.T.	""
SELB1	Selberg	Selberg	""
GRNP1	Garín	Garín P.	""
Y005	Yu-Ming	Yu-Ming Ju	""
D062	De Wildeman$Durand	De Wildeman E. & Durand T.	""
SCHIA1	Schimper	Schimper A.F.W.	""
HSDT	Hatschbach$Silva$Deodato	Hatschbach G., Silva J.M. & Deodato F.	""
S167	Stohl	Stohl	""
GARCJ	Garcia	Garcia J.G.	""
S586	Sainsbury	Sainsbury G.O.K.	""
CNRWL	Conrad	Conrad W.	https://www.ipni.org/ipni/idAuthorSearch.do?id=32800-1
MACHO	Machado	Machado Otho	""
YEHU1	Yehudai	Yehudai	""
GUTEW	Gutermann	Gutermann W.	""
BDKNBY	Bidault$Akouangou$Boupoya	Bidault E., Akouangou E. & Boupoya A.	""
THORE	Thorp	Thorp E.R.	""
MDELJ	Mdelwa	Mdelwa J.	""
TAMA	Tamajong	Tamajong S.	""
S046	Serbohn	Serbohn N.E.	""
LANDX	Landerer	Landerer X.	""
DLME	De la Mensbruge	De la Mensbruge G.	""
FADE07	Faden$Faden$Lock	Faden, R.B., Faden A.J. & Lock J.M.	""
HOPKM	Hopkins	Hopkins M.	""
ZOHAFEIN	Zohary$Feinbrun$Rayss	Zohary M., Feinbrun N. & Rayss T.	""
B009	Beeli$Gilbert	Beeli M. & Gilbert	""
G062	Gams	Gams W.	""
P002	Pegler	Pegler D.N.	""
B010	Billiet$Jadin	Billiet F. & Jadin B.	""
U100	Uno	Uno Daniel	""
DBRKRD	De Block$Rakotonasolo$Randriamboavonjy	De Block P., Rakotonasolo F. & Randriamboavonjy T.	""
NOGUALME	Nogueira$Almeida$Dinis	Nogueira I., Almeida T. & Dinis A.	""
HARRJ	Harroy	Harroy J.-P.	""
PFMFP	Panda Farnana M' Fumu	Panda Farnana M' Fumu P.	""
BALKK	Balkwill	Balkwill K.	""
GRDBR	Groeninckx$De Block$Rakotonasolo	Groeninckx Inge, De Block Petra & Rakotonasolo	""
CATELVEL	Cabezas$Telleria$Velayos	Cabezas F., Telleria M.T. & Velayos M.	""
GRLVTY	Gereau$Lovett$Taylor	Gereau R.E., Lovett J. & Taylor C.M.	""
SCHWSCHW	Schwers$Schwers	Schwers H. & Schwers F.	""
GIRAC	Giraud	Giraud Cl.	""
DESCG	Descamps	Descamps G.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/78c1c796-f766-4f67-8cb5-3b3f692d4810
TYSOW	Tyson	Tyson W.	""
BRAAM	Brand	Brand A.M.	""
CHRPT	Chaerle	Chaerle P.	""
LRLMT	Laurila	Laurila M.	""
SSO	Essou	Essou J.P.	http://www.wikidata.org/entity/Q62990400
PISTA	Pistarino	Pistarino Annalaura	""
CKSAJ	Cookson	Cookson A. J.	""
CONSE	Constable	Constable E.F.	""
WALKH	Walker	Walker H.A.	""
ORSTA	Orsted	Orsted A.S.	""
MARDH	Mardulier	Mardulier H.C.	""
SMTHL	Smith	Smith H.L.	""
HORN01	Hornby$Hornby	Hornby R.M. & Hornby H.E.	""
HOFFC	Hoffmann	Hoffmann C.	""
KLEMW	Klemme	Klemme Wilhelm	""
KERGERMT	Kerger	M.-Th. Kerger	http://www.wikidata.org/entity/Q62990315
PRUXA	Préaux	Préaux A.	""
VZ1	Van Zuylen	Van Zuylen	""
TRVI	Trvine	Trvine F.R.	""
GOBBG	Gobbo	Gobbo G.	""
PREIJ	Preiss	Preiss J.A.	https://viaf.org/viaf/54896138/
GREEH	Green	Green H.A.	""
PRCE	Pearce	Pearce H.H.W.	""
VST01	Van Straelen	Van Straelen L.	""
KRHMR	Korhonen	Korhonen M.	""
DSRSJ	Deschâtres$Rostanski$Jean	Deschâtres R., Rostanski K. & Jean R.	""
D138	Gurch	Gurch D.	""
T033	Tracy	Tracy S.M.	""
DOBS1	Dobson	Dobson	""
PHILR	Philippi	Philippi Rudolph Amandus	""
THOM01	Thomas$MacLeod	Thomas D.W. & MacLeod H.L.	""
R599	Remacle	Remacle A.	""
CONRP1	Conrick	Conrick P.E.	""
RKTLV	Rakotomalala	Rakotomalala L.	""
DLSCF	Delascio Chitty	Delascio F.	""
LARC1	Larchevêque	Larchevêque	""
AP1	Alves Pereira	Alves Pereira J.	""
BYAVN	Byavu	Byavu N.	""
LSPTRS	Peeters	Peeters Louis	""
POLH02	Polhill$Lovett$Lovett$Ruffo	Polhill R.M., Lovett J.C., Lovett J.M. & Ruffo C.K.	""
AUGU1	Augustin	Augustin	""
EDWAG	Edwall	Edwall Gustavo	""
B092	Baudon	Baudon M.	""
A049	Arendholz	Arendholz W.-R.	""
A050	Alomsen	Alomsen	""
B102	Bodenghien	Bodenghien A.	http://www.wikidata.org/entity/Q62990191
H304	Hedderson$De Smedt	Hedderson & De Smedt	""
GRMR	Grumer	Grumer G.F.	""
MWAN03	Mwangoka$Mgovano$Mhema$Mwangoka	Mwangoka M.A., Mgovano A., Mhema G. & Mwangoka A.	""
SCHI1	Schiffer	Schiffer	""
HOUNP	Houngnon	Houngnon P.	""
MMPMS	Maguire$Pires$Maguire$Silva	Maguire B., Pires J.M., Maguire C.K. & Silva N.T.	""
W043	Whalley	Whalley A.J.S.	http://www.ipni.org/ipni/idAuthorSearch.do?id=28701-1
KICKJ	Kickx	Kickx J. f.	""
TAYL01	Taylor$Bernatowicz	Taylor W. & Bernatowicz A.	""
JOHNW	Johnson	Johnson W.H.	""
STAS1	Stassart	Stassart	""
JOUAN	Jouan	Jouan H.	""
FORS1	Forsten	Forsten	""
RVLLW	Ravelonarivo$Lowry	Ravelonarivo D. & Lowry P.P.	""
RZNB	Rozenbluth	Rozenbluth R.	""
L203	Lucchese	Lucchese F.	""
DCRES	De Crop	De Crop E.	""
J888	De Ruyver	De Ruyver J.	http://www.wikidata.org/entity/Q62990243
ALANR	Alanis	Alanis R.	""
BATER	Bates	Bates R.	""
MONT02	Montserrat$Montserrat	Montserrat J. & Montserrat P.	""
D066	Dring	Dring D.M.	""
W049	Wolff	Wolff T.	""
W050	Wróblewski	Wróblewski A.	""
FULLF	Fülleborn	Fülleborn F.	""
C065	Candoussau$Nannenga-Bremekamp	Candoussau F. & Nannenga-Bremekamp N.	""
RDTA	Rocha Da Torre	Rocha Da Torre Albano	""
MONVILDEN	Montserrat$Villar$Dendaletche	Montserrat P., Villar L. & Dendaletche C.	""
SIMOV	Simon	Simon V.	""
HMSTRH	Hiemstra	Hiemstra H.	""
DANGJ	D'Angelis	D'Angelis J.	""
EWANPUGS	Ewan$Pugsley	Ewan S.A. & Pugsley L.M.	""
MEXIY	Mexia	Mexia Ynes Enriquetta Julietta	https://viaf.org/viaf/68533514
SIMOP	Simonneau	Simonneau P.	""
D552	Du Bois	Du Bois C.G.	""
ENGE11	Engelmann	Engelmann G.	""
WCMZ	Wagner$Cordeiro$Menezes$Zappi	Wagner H.L., Cordeiro I., Menezes N.L. & Zappi D.C.	""
NAPP08	Napper$Bally	Napper D.M. & Bally P.R.O.	""
LNRS	Lenars	Lenars G.	""
NELSA	Nelson	Nelson Aven	""
PTRC	Pêtre	Pêtre C.	""
SMITC1	Smith	Smith C.N.	""
CHGIL	Gilbert	Gilbert C.	""
L111	Lakhanpal$Nannenga-Bremekamp$Chopra	Lakhanpal T.N., Nannenga-Bremekamp N. & Chopra R.K.	""
HITCA	Hitchcock	Hitchcock A.S.	""
BROQJ	Broquet	Broquet J.	""
HOCQM	Hocquette	Hocquette Maurice	""
GREYF	Grey	Grey F.	""
BOULALHA	Boulos$Al-Hasan	Boulos Loutfy & Al-Hasan R.	""
LUNAF	Luna	Luna F.E.	""
K032	Kochman	Kochman J.	""
M007	Miller	Miller V.	""
MORRJ1	Morris	Morris J.W.	""
KOUFA	Koufani	Koufani A.	""
KNEEK	Kneen	Kneen K.	""
MAEF	Maesels	Maesels F.	""
BANGM	Bang	Bang M.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/127aca3a-4089-4bec-9bff-26cbaab0a2fe
DCL	De Chamberet	De Chamberet L.	""
DF1	de Franqueville	de Franqueville	""
RIBURHOM	Ribu$Rhomoo	Ribu & Rhomoo	""
FCHI03	Feoli Chiapella$Nimis	Feoli Chiapella L. & Nimis P.	""
VRMY	Vermeyen	Vermeyen A.	""
ANDRJ	Anderson	Anderson R.J.	""
TYREP	Tyrer	Tyrer P.J.	https://orcid.org/0000-0002-0358-1459
VOLKG	Volkens	Volkens G.	https://viaf.org/viaf/77115550/
GUYOM	Guyot	Guyot Muriel	""
S208	Sandu	Sandu C.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/51fd911e-b07a-4fc7-9546-4c9285fca1b8
RARAIA	Rabehevitra$Razakamalala$Dely	Rabehevitra D., Razakamalala R. & Dely Iaban'i	""
GHAZS	Ghazanfar	Ghazanfar Shahina A.	""
HETIF	Hétier	Hétier Fr.	""
VANDR	Vandermeiren	Vandermeiren (R.P.)	""
D080	De Victoria	De Victoria	""
D079	Dupont	Dupont P.R.	""
P064	Pittier$Tonduz	Pittier H. & Tonduz A.	""
KUHNE	Kühn	Kühn E.	""
CDEDCLAUW	Cornet D' Elzius Du Chenoy$Lauwers$Offermann	Cornet d' Elzius Du Chenoy C., Lauwers F. & Offermann P.	""
DEU1	Deuss	Deuss J.	""
ABDLR	Abdallah	Abdallah R.A.	""
HARR02	Harris$Mwakalasi	Harris B.J. & Mwakalasi	""
MUNRG	Munro	Munro G.C.	""
JACOSVEN	Jacobsen$Svendsen	Jacobsen Niels & Svendsen Jette	""
J045	Jones	Jones W.B.	""
DOLIA	Dolisy	Dolisy A.	http://www.wikidata.org/entity/Q62990459
PAYNW	Payne	Payne Willard W.	""
PERSI	Persson	Persson I.	""
KELLK	Keller	Keller K.	""
DGC1	de Géradon	de Géradon C.	""
GASSWILL	Gassner$Williamson	Gassner & Williamson	""
RABO1	Rabourdin	Rabourdin	""
MDDCOOR	Mueller-Dombois$Cooray$Balakrishnan	Mueller-Dombois Dieter, Cooray R.G. & Balakrishnan N.	""
SUMAP	Sumague	Sumague P.P.	""
S172	Sibille	Sibille	""
PALME	Palmer	Palmer E.	""
VRDJC	Verdcourt$Oteke	Verdcourt B. & Oteke J.	""
SHAHG	Shah	Shah G.L.	""
TNSTW	Tinsley	Tinsley T.W.	""
BRENM	Brenner	Brenner M.	""
VDWA	Van Der Weyen	Van Der Weyen Arthur	""
BARARAJK	Baranov$Rajkova	Baranov & Rajkova	""
H097	Hale$Soderstrom	Hale M.E. & T.R. Soderstrom	""
H107	Huber$Gruber	Huber H. & Gruber M.	""
HCHRTNR	Hochreutiner	Hochreutiner B.	https://www.ipni.org/ipni/idAuthorSearch.do?id=3982-1
S080	Sood	Sood S.M.	""
S079	Soyaux	Soyaux H.	""
TURNSHAN	Turner$Shantz	Turner B.L. & Shantz H.L.	""
ROTHE	Rothschuh	Rothschuh E.	""
ALBON	Albov	Albov N.M.	https://www.ipni.org/ipni/idAuthorSearch.do?id=12323-1
ALMEWILB	Almeda$Wilbur	Almeda F. & Wilbur R.L.	""
ANDR03	Andriamiarinoro$Randrianarivony	Andriamiarinoro H. & Randrianarivony T.	""
BAUEW	Bauerlen	Bauerlen W.	""
BEHBAELL1	Behboudi$Aellen$Y.	Behboudi E., Aellen P. & Y.	""
A056	Ayer-Page	Ayer-Page	""
MUNDBERG	Mund$Bergius	Mund & Bergius	""
KIMAZ	Kimani	Kimani Z.J.	""
D172	de Wit$Hall	de Wit H. & Hall	""
VERNA	Vernay	Vernay A.S.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/76ef38fd-c422-4920-96bd-4c00bcb1a658
ANDEW	Anderson	Anderson W.R.	""
FORSC	Forsyth-Major	Forsyth-Major C.	""
CLYSA	Clysters	Clysters A.	""
DANSA	Dansi	Dansi A.	""
VERMJ	Vermeulen	Vermeulen J.	""
P200	Podpera	Podpera J.	""
SPENW1	Spencer	Spencer W.B.	""
BLN	Breteler$Lemmens$Nzabi	Breteler F.J., Lemmens R. & Nzabi T.	""
KLUGG	Klug	Klug Guillermo	http://www.ipni.org/ipni/idAuthorSearch.do?id=29842-1
MFKKSL	Malaisse$Kisimba$Saad	Malaisse F., Kisimba K. & Saad L.	""
MART2	Martinovtis	Martinovtis	""
MILL03	Miller$Bradford$Rakotonasolo$Randrianasolo	Miller J.S., Bradford J., Rakotonasolo F. & Randrianasolo A.	""
M159	Morseray	Morseray R.	""
R024	Rose	Rose A.C.	""
U006	Ukkola	Ukkola T.	https://www.ipni.org/ipni/idAuthorSearch.do?id=20003536-1
